valorsubv,media_ax,media_ay,media_az,max_ax,max_ay,max_az,min_ax,min_ay,min_az,q1_ax,q1_ay,q1_az,q2_ax,q2_ay,q2_az,q3_ax,q3_ay,q3_az,var_ax,var_ay,var_az,std_ax,std_ay,std_az,nivel_riesgo
3550,0.06915,-0.00666,9.76927,0.287,0.196,10.335,-0.024,-0.407,9.579,-0.012,-0.19225,9.5895,0.046,0.094,9.766,0.094,0.18,9.83175,0.007475107,0.046258324,0.035728477,0.086458704,0.215077485,0.18901978,0
3551,-0.08551,-0.19655,10.42798,0.022,0.168,10.727,-0.198,-0.552,9.974,-0.097,-0.407,10.335,-0.096,-0.192,10.442,-0.024,0.046,10.537,0.00472011,0.059294948,0.01718424,0.068703056,0.243505539,0.131088671,0
3552,0.00118,0.02503,10.02115,0.094,0.186,10.249,-0.096,-0.144,9.867,-0.006,-0.01575,9.962,-0.001,0.036,10.01,0,0.048,10.107,0.001620108,0.006718149,0.009824027,0.04025056,0.081964316,0.099116232,0
3553,-0.05842,0.48892,9.77777,0.168,0.719,10.143,-0.193,0.046,9.58,-0.12,0.382,9.626,-0.024,0.568,9.677,-0.012,0.669,9.962,0.008968144,0.035393134,0.034570817,0.094700283,0.188130629,0.185932292,0
3554,0.08306,0.91519,9.94744,0.19,1.437,10.153,-0.192,0.046,9.772,0.046,0.669,9.96,0.094,0.957,9.962,0.094,1.34,9.974,0.004869756,0.157958554,0.013157506,0.06978364,0.39744,0.114706174,0
3555,-0.09097,0.18495,10.29701,0.335,0.394,10.357,-0.379,-0.049,10.058,-0.192,0.045,10.251,-0.1205,0.183,10.346,-0.073,0.383,10.346,0.033619049,0.030053308,0.00621249,0.183354981,0.173358898,0.07881935,0
3556,0.04436,0.41892,9.87342,0.359,0.885,10.155,-0.096,0.084,9.568,-0.024,0.093,9.794,0.022,0.3705,9.912,0.0865,0.771,9.974,0.01358433,0.094429394,0.034948244,0.116551836,0.30729366,0.186944493,0
3557,0.07104,0.86931,10.00458,0.383,1.148,10.323,-0.145,0.575,9.579,-0.091,0.719,9.769,-0.017,0.783,10.058,0.2065,1.126,10.323,0.032976438,0.039116034,0.070999504,0.181594158,0.197777739,0.26645732,0
3558,0.0108,0.61971,9.87658,0.957,1.126,10.369,-0.431,0.048,9.556,-0.379,0.377,9.579,-0.015,0.748,9.8165,0.103,0.777,9.983,0.18778054,0.072984566,0.082530384,0.433336521,0.270156558,0.287281019,0
3559,0.04438,0.65474,9.84531,1.147,1.147,10.251,-0.386,0.094,9.243,-0.096,0.359,9.766,0,0.719,9.957,0.144,0.958,9.963,0.098229836,0.114845712,0.042960894,0.313416393,0.338888938,0.207270099,0
3560,0.24451,0.1339,9.79735,0.862,0.383,10.345,-0.383,-0.192,9.185,-0.046,0.093,9.243,0.287,0.142,9.867,0.557,0.192,10.251,0.14275481,0.02179267,0.177079208,0.377829075,0.147623406,0.420807804,0
3561,0.34602,-0.45729,10.29557,1.293,-0.046,11.111,-0.383,-0.772,9.291,0.096,-0.766,10.01,0.287,-0.383,10.34,0.563,-0.192,10.537,0.11832324,0.070862506,0.162260905,0.343981452,0.266200124,0.402816218,0
3562,-0.13467,-0.11584,10.02474,0.359,0.094,10.514,-0.373,-0.765,9.574,-0.373,-0.364,9.77,-0.024,-0.012,9.939,0.046,0.0775,10.34,0.041014561,0.054907594,0.104861172,0.20252052,0.234323696,0.323822748,0
3563,0.60005,-0.23279,10.1305,0.861,0.012,10.357,0,-0.481,9.939,0.479,-0.386,9.962,0.597,-0.216,9.965,0.76275,-0.022,10.345,0.030658768,0.029311966,0.03811139,0.175096452,0.171207377,0.195221387,0
3564,0.06009,0.23485,10.10718,0.479,0.43,10.441,-0.289,0.01,9.77,-0.096,0.046,9.965,0.018,0.192,10.149,0.383,0.383,10.177,0.068281242,0.022930128,0.030539608,0.261306797,0.151426971,0.174755851,0
3565,0.21949,0.08638,10.08724,1.054,0.377,10.351,-0.814,-0.096,9.867,-0.091,0,9.968,-0.048,0.046,10.105,0.742,0.18,10.159,0.22918833,0.015991156,0.019071402,0.47873618,0.126456141,0.138099248,0
3566,-0.20247,0.12631,9.94001,0,0.287,10.348,-0.575,0.046,9.676,-0.192,0.093,9.915,-0.192,0.096,9.962,-0.096,0.1725,9.965,0.023901249,0.004392714,0.01176669,0.154600288,0.066277552,0.108474374,0
3567,-0.32224,0.13781,9.86839,0,0.382,10.155,-0.573,-0.073,9.387,-0.382,0,9.772,-0.379,0.13,9.8555,-0.289,0.214,9.96725,0.024466202,0.022330954,0.021150218,0.156416759,0.149435451,0.145431145,0
3568,-0.13136,0.14487,9.95783,0.042,0.382,10.251,-0.383,0.006,9.626,-0.379,0.09,9.948,-0.001,0.174,9.962,0,0.19,9.986,0.02954093,0.009179733,0.015600181,0.171874752,0.095810924,0.124900685,0
3569,0.13369,0.20317,10.06593,0.573,0.382,10.348,-0.096,0.045,9.772,-0.094,0.072,9.96,0.042,0.202,10.053,0.335,0.335,10.153,0.055719774,0.016620981,0.024111665,0.236050363,0.128922384,0.155279313,0
3570,0.04421,0.24521,10.03823,0.287,0.385,10.345,-0.187,0.046,9.769,-0.096,0.094,9.9555,0.068,0.192,9.968,0.168,0.383,10.153,0.021342906,0.018744326,0.025447697,0.146092114,0.136909919,0.159523343,0
3571,0.10365,0.38478,9.99453,0.76,0.43,10.526,-0.204,0.335,9.556,-0.085,0.382,9.674,-0.001,0.383,9.986,0.18,0.3835,10.177,0.084509448,0.000138692,0.077363629,0.290705087,0.01177674,0.278143181,0
3572,0.64917,0.37849,10.18539,1.148,0.383,10.357,-0.024,0.287,9.974,0.18,0.382,10.153,0.789,0.382,10.153,1.052,0.383,10.299,0.190536261,0.00020761,0.010443358,0.436504595,0.014408674,0.102192749,0
3573,0.86998,0.26958,10.22451,1.485,0.382,10.71,0.045,0.096,9.867,0.719,0.19,10.059,1.03,0.286,10.251,1.126,0.362,10.346,0.10512018,0.008370404,0.03817225,0.324222423,0.09148991,0.195377199,0
3574,0.73998,0.23946,9.99735,1.151,0.382,10.441,0.19,0.094,9.58,0.719,0.1845,9.951,0.771,0.214,9.968,0.813,0.286,10.0085,0.04648504,0.005875608,0.029438608,0.215603895,0.076652517,0.171576827,0
3575,1.58098,0.24917,10.20316,2.301,0.394,10.441,0.768,0.096,9.915,1.389,0.186,10.058,1.485,0.192,10.214,1.723,0.38,10.348,0.13445908,0.008560081,0.023526714,0.366686623,0.092520706,0.153384205,0
3576,1.95117,0.67976,9.88368,2.298,0.765,10.153,1.509,0.382,9.674,1.892,0.671,9.77,1.938,0.671,9.939,2.1195,0.76,9.963,0.049201441,0.008182842,0.013196418,0.221813979,0.090459065,0.114875661,0
3577,1.90873,0.78318,9.95353,2.251,0.861,10.153,1.555,0.76,9.818,1.892,0.768,9.9525,1.916,0.771,9.96,1.918,0.777,9.968,0.010604157,0.000789268,0.002534129,0.102976488,0.028093907,0.050340134,0
3578,1.84913,0.87067,9.76031,2.31,1.1,9.968,1.555,0.754,9.58,1.721,0.768,9.582,1.868,0.819,9.77,1.918,0.958,9.867,0.053016113,0.012195141,0.017726894,0.230252281,0.110431613,0.133142382,0
3579,2.02835,0.95023,9.9298,2.301,1.196,10.323,1.627,0.573,9.676,1.916,0.777,9.867,2.06,0.9565,9.915,2.106,1.151,9.9665,0.017010168,0.036399797,0.01761384,0.130423033,0.190787309,0.132717143,0
3580,1.88182,0.14174,10.16306,2.298,0.563,10.345,1.521,-0.19,9.867,1.819,0.0075,9.974,1.916,0.183,10.155,1.938,0.293,10.323,0.033202108,0.035026992,0.024658636,0.182214455,0.187154996,0.157030686,0
3581,2.24695,-0.14129,10.09952,3.018,-0.024,10.323,1.916,-0.192,9.968,2.106,-0.18775,10.056,2.251,-0.144,10.082,2.322,-0.097,10.155,0.052163928,0.002531846,0.01006669,0.228394237,0.050317451,0.100332894,0
3582,2.18115,-0.44527,10.2097,2.729,-0.024,10.538,1.627,-0.762,9.968,1.926,-0.669,10.152,2.299,-0.581,10.245,2.322,-0.144,10.251,0.066628288,0.080668537,0.01172325,0.258124558,0.284022072,0.108273958,0
3583,2.54695,0.09573,9.47668,3.446,0.575,10.348,1.486,-0.581,9.004,1.91,-0.048,9.19325,2.392,0.18,9.4715,3.256,0.394,9.772,0.461507688,0.125904697,0.121124158,0.679343571,0.354830519,0.348028961,1
3584,2.644,0.32553,10.36678,3.256,0.575,10.776,1.926,0.094,10.153,2.31025,0.19,10.251,2.658,0.368,10.348,3.018,0.478,10.537,0.15053502,0.023618229,0.027734652,0.387988428,0.153682234,0.166537238,1
3585,2.67539,0.68299,9.79924,3.06,0.766,10.159,2.296,0.479,9.532,2.501,0.575,9.58,2.658,0.72,9.76,2.873,0.763,9.986,0.046071818,0.00718287,0.045614742,0.214643467,0.084751814,0.213576081,1
3586,2.2258,0.65293,9.95269,3.054,0.765,10.299,1.537,0.287,9.192,1.921,0.572,9.915,2.2735,0.742,10.01,2.48975,0.742,10.249,0.16920824,0.019359885,0.126330874,0.411349292,0.139139804,0.355430547,0
3587,2.61584,1.01487,9.94493,3.449,1.338,10.537,1.718,0.742,9.198,2.11125,0.813,9.772,2.682,0.861,9.968,3.069,1.244,10.058,0.219812914,0.051295073,0.068576485,0.4688421,0.226484156,0.261871123,1
3588,2.23385,1.06414,10.37262,2.873,1.537,11.113,1.915,0.768,9.686,2.06925,0.862,9.951,2.245,0.959,10.346,2.389,1.148,10.706,0.056347408,0.05725058,0.164540076,0.237376089,0.239270935,0.405635397,0
3589,2.61361,1.26948,9.63703,3.066,1.555,10.323,1.962,0.958,9.219,2.298,1.1395,9.243,2.681,1.292,9.574,2.876,1.485,9.954,0.098429518,0.04159765,0.136141649,0.313734789,0.203955019,0.368973778,1
3590,2.8003,0.73998,10.16372,3.837,1.03,11.123,1.723,0.573,9.574,2.287,0.575,9.96,2.9245,0.742,10.0815,3.066,0.885,10.348,0.31415205,0.0244111,0.120440882,0.560492685,0.156240518,0.347045936,1
3591,2.88421,0.72954,10.08153,3.437,0.934,10.682,2.084,0.551,9.676,2.682,0.671,9.84425,2.778,0.754,9.974,3.257,0.7665,10.335,0.152490246,0.011819548,0.090860809,0.390499995,0.108717746,0.301431268,1
3592,2.52732,0.71316,9.8935,3.543,0.771,10.34,1.485,0.388,9.483,2.108,0.671,9.76,2.322,0.763,9.794,2.873,0.766,10.153,0.311459378,0.007797834,0.06012523,0.558085457,0.088305348,0.245204466,1
3593,2.42732,0.50551,10.167,3.449,0.768,10.923,1.343,0.19,9.149,1.892,0.382,9.957,2.682,0.406,10.059,2.885,0.68875,10.586,0.372087898,0.03236137,0.17733954,0.60999008,0.179892662,0.421117015,1
3594,2.06408,0.70618,10.11079,3.639,1.102,11.4,0.766,0.094,9.101,1.437,0.43,9.556,1.723,0.777,9.9615,2.97,0.933,10.785,0.728179134,0.076573688,0.544555846,0.853334128,0.276719511,0.737940273,0
3595,1.6718,0.45066,10.2721,2.105,0.765,11.111,1.34,0.022,9.582,1.485,0.383,9.772,1.533,0.479,10.34,1.904,0.671,10.74,0.05868764,0.048872424,0.26778301,0.24225532,0.221071084,0.517477545,0
3596,2.04437,0.33738,10.15503,2.299,0.79,10.724,1.531,0.084,9.603,1.916,0.18,9.867,2.009,0.287,10.251,2.275,0.383,10.393,0.040247873,0.048052496,0.094886609,0.200618726,0.219208795,0.308036701,0
3597,2.81166,0.6931,9.80192,3.158,0.766,10.706,2.022,0.382,9.218,2.287,0.671,9.532,3.07,0.742,9.591,3.088,0.754,10.345,0.146916304,0.01119525,0.206165174,0.383296627,0.105807608,0.454054153,1
3598,1.52199,0.3139,10.56137,3.07,0.719,11.495,0.38,-0.096,9.962,0.644,-0.037,10.348,1.293,0.365,10.399,2.394,0.575,10.728,0.77946317,0.08089257,0.144266553,0.882872114,0.284416192,0.379824371,0
3599,2.07593,0.81743,10.13858,3.07,1.004,11.207,0.76,0.192,9.198,1.543,0.766,9.77,2.228,0.861,9.968,2.585,0.957,10.40975,0.503558985,0.039204225,0.301773584,0.709618901,0.198000568,0.549339225,0
3600,1.45519,0.61096,10.16838,2.251,0.957,11.135,0.789,0.19,8.818,1.437,0.371,9.963,1.521,0.43,9.986,1.537,0.861,10.7355,0.092421054,0.067983258,0.374356076,0.304008312,0.260735994,0.611846448,0
3601,2.19194,0.3925,10.008,3.019,0.575,10.706,1.34,0.022,9.173,2.106,0.382,9.603,2.277,0.394,10.153,2.31,0.478,10.251,0.133518516,0.00992627,0.11817586,0.365401856,0.099630668,0.34376716,0
3602,2.0698,0.3604,10.1444,3.447,0.76,10.634,0.885,0.022,9.58,1.579,0.214,9.957,2.012,0.38,10.153,2.489,0.406,10.441,0.36392632,0.0292904,0.09478418,0.60326306,0.171144383,0.307870395,0
3603,1.53957,0.55101,10.37564,3.447,0.777,11.304,0.573,0.19,9.58,1.138,0.388,10.10775,1.341,0.575,10.3445,1.718,0.742,10.62525,0.507756245,0.02484453,0.16426399,0.712570169,0.157621477,0.405294942,0
3604,2.07472,0.55098,9.46475,3.149,0.766,10.343,0.359,0.359,8.811,1.721,0.383,9.195,2.251,0.568,9.532,2.491,0.671,9.776,0.380859322,0.02018046,0.140121388,0.617138009,0.142057945,0.374327914,0
3605,1.25483,0.29067,9.97557,2.491,0.525,10.538,0.09,0.022,8.932,0.777,0.18,9.77,1.437,0.382,10.251,1.543,0.383,10.369,0.336052181,0.018287581,0.247465365,0.579700079,0.135231583,0.497458908,0
3606,1.36551,0.57916,10.17381,2.01,0.789,10.682,0.765,0.335,9.776,1.102,0.43,9.96425,1.436,0.5725,10.245,1.533,0.741,10.34275,0.13812205,0.023785374,0.068128594,0.37164775,0.154225077,0.261014547,0
3607,1.61548,0.72581,9.78209,3.076,1.148,10.351,0.777,0.192,9.219,1.148,0.50275,9.508,1.721,0.575,9.769,1.82,1.111,9.939,0.41406855,0.105386694,0.108501522,0.643481585,0.324633168,0.329395692,0
3608,0.54748,0.76306,9.77815,2.876,1.346,10.538,-0.193,0.371,9.219,0.1495,0.5745,9.579,0.377,0.7615,9.77,0.573,0.9555,9.951,0.63580319,0.074340916,0.082961627,0.797372679,0.272655307,0.288030602,0
3609,0.93462,0.71085,9.96862,1.627,0.946,10.718,0.168,0.371,9.574,0.9055,0.707,9.674,0.958,0.76,9.951,0.96,0.77025,10.155,0.105313076,0.021405328,0.091920836,0.324519761,0.146305596,0.303184491,0
3610,1.06803,0.20121,9.91838,1.724,0.669,10.682,0.094,-0.048,9.195,0.766,0.09,9.483,0.958,0.18,9.77,1.34,0.286,10.538,0.164338649,0.033648866,0.286473456,0.405387036,0.183436272,0.535232151,0
3611,0.60904,0.44676,10.06073,1.34,0.742,10.538,0.046,-0.024,9.769,0.082,0.382,9.867,0.569,0.479,9.915,0.861,0.575,10.34,0.208658838,0.033386302,0.059894537,0.456791898,0.18271919,0.244733604,0
3612,0.80095,0.54122,10.18782,1.82,0.671,10.441,0.383,0.335,9.577,0.383,0.483,9.867,0.789,0.573,10.335,0.813,0.575,10.378,0.165994308,0.007145572,0.069597688,0.40742399,0.084531483,0.263813737,0
3613,1.35985,0.70897,9.89643,2.154,0.768,9.965,0.01,0.573,9.677,1.13875,0.669,9.867,1.527,0.742,9.927,1.579,0.765,9.962,0.188609008,0.003603409,0.009036605,0.434291385,0.060028402,0.09506106,0
3614,1.09082,0.70563,9.87177,1.531,0.777,10.299,0.573,0.573,9.393,1.03,0.671,9.677,1.138,0.671,9.951,1.154,0.768,9.9605,0.053808948,0.003938853,0.067986097,0.231967557,0.062760283,0.260741437,0
3615,0.58695,0.62624,9.96082,0.813,0.962,10.056,-0.192,0.382,9.676,0.479,0.394,9.939,0.754,0.765,9.961,0.754,0.771,9.986,0.076847348,0.039711622,0.004059928,0.277213541,0.199277752,0.063717561,0
3616,0.36962,0.67004,10.18073,0.958,0.777,10.825,-0.192,0.383,9.385,0.096,0.573,9.867,0.394,0.76,10.203,0.575,0.765,10.49,0.103306796,0.023562538,0.172779157,0.321413745,0.153500939,0.415667123,0
3617,0.2791,0.46324,9.94801,0.573,0.765,10.348,-0.383,0.084,9.197,0.144,0.335,9.939,0.382,0.412,9.986,0.43,0.671,10.059,0.05249347,0.047673682,0.08755427,0.229114535,0.218343038,0.295895708,0
3618,0.1043,0.46899,9.99303,1.15,0.813,10.441,-0.936,0.045,9.483,-0.289,0.168,9.939,0.189,0.479,10.059,0.214,0.745,10.105,0.30916611,0.07395069,0.053114489,0.556027077,0.271938761,0.230465809,0
3619,0.33146,0.76413,9.44689,1.15,1.126,9.968,-0.096,0.383,8.957,0.093,0.683,9.207,0.359,0.777,9.389,0.382,0.952,9.591,0.125615188,0.058050293,0.091228038,0.354422331,0.240936284,0.302039795,0
3620,-0.1562,0.40172,10.02657,0.754,0.671,10.393,-0.757,0.238,9.591,-0.383,0.359,9.974,-0.193,0.382,10.058,-0.096,0.388,10.153,0.11027352,0.005636502,0.042582965,0.33207457,0.075076638,0.206356403,0
3621,-0.02561,0.54808,9.79938,1.066,0.766,10.343,-0.744,0.359,9.382,-0.50025,0.382,9.556,-0.24,0.573,9.82,0.478,0.671,10.153,0.371155258,0.021583634,0.102747696,0.609225129,0.146913694,0.320542814,0
3622,0.60119,0.71014,9.55221,1.329,0.777,9.951,-0.599,0.43,9.194,-0.12,0.719,9.243,0.754,0.742,9.5815,1.172,0.765,9.772,0.491122554,0.00879958,0.073942906,0.700801366,0.093806079,0.271924449,0
3623,0.30116,0.37627,9.95831,1.126,0.573,10.74,-0.814,0.192,9.387,-0.096,0.287,9.77,0.371,0.377,10.058,0.719,0.383,10.152,0.264300494,0.009349397,0.099698254,0.514101638,0.09669228,0.315750303,0
3624,-0.27232,0.55887,10.00651,0.861,0.671,10.351,-1.162,0.382,9.387,-0.765,0.563,9.915,-0.395,0.574,9.957,0.377,0.575,10.156,0.423902758,0.005346733,0.05537721,0.65107815,0.073121359,0.235323628,0
3625,0.50451,0.25295,9.79032,1.627,0.551,10.724,-0.765,0,8.815,-0.037,0.093,9.568,0.766,0.189,9.676,0.957,0.44425,9.9745,0.43811961,0.035582328,0.232623298,0.661906043,0.188632785,0.482310375,0
3626,0.03194,0.48239,9.93768,1.531,0.958,10.915,-0.515,-0.012,9.219,-0.379,0.094,9.585,-0.288,0.5615,9.736,0.202,0.765,10.58,0.244666556,0.119398598,0.312886978,0.494637803,0.345541022,0.559363011,0
3627,-0.08,0.73805,9.91577,0.377,1.151,10.345,-0.578,0.382,9.579,-0.145,0.575,9.83875,-0.048,0.76,9.962,0.004,0.957,9.963,0.0370874,0.051051148,0.028926937,0.192580892,0.22594501,0.170079208,0
3628,0.26793,0.57718,9.85545,0.886,0.777,10.059,-0.379,0.377,9.291,0.093,0.394,9.869,0.371,0.569,9.963,0.406,0.757,9.965,0.150021265,0.024173788,0.041503327,0.387325787,0.155479219,0.203723655,0
3629,-0.00155,0.5754,10.12901,1.054,0.777,10.634,-0.379,0.382,9.939,-0.241,0.43,9.963,-0.097,0.573,10.155,0.022,0.76,10.251,0.149776368,0.02223066,0.03295147,0.387009519,0.149099497,0.181525397,0
3630,0.46458,0.64734,10.14645,1.054,0.946,10.706,-0.001,0.43,8.812,0.383,0.512,9.867,0.383,0.575,10.343,0.527,0.765,10.393,0.073262964,0.016195704,0.161573528,0.27067132,0.127262345,0.401962097,0
3631,0.56119,0.42936,9.85552,1.144,0.575,10.824,0.335,0.094,8.812,0.383,0.38,8.906,0.385,0.43,10.249,0.763,0.573,10.405,0.072806414,0.02306663,0.51447913,0.269826637,0.151877024,0.717272005,0
3632,0.09975,0.73573,9.55319,1.144,1.1,10.201,-0.192,0.406,9.004,-0.001,0.573,9.195,0.046,0.766,9.5735,0.19,0.91,9.96,0.067489768,0.034799177,0.154287114,0.259787928,0.186545375,0.392793984,0
3633,0.20253,0.73884,10.42583,0.76,0.96,10.918,-0.192,0.483,9.582,-0.192,0.719,10.251,0,0.765,10.49,0.576,0.777,10.719,0.129858929,0.014450074,0.114865221,0.360359444,0.120208462,0.33891772,0
3634,0.13551,0.61718,9.96758,0.576,0.813,10.357,-0.407,0.359,9.568,-0.09075,0.478,9.867,0.036,0.742,9.962,0.382,0.768,10.155,0.09652695,0.029295508,0.061378984,0.310687866,0.171159305,0.247747823,0
3635,0.71044,0.54581,10.17454,1.485,0.742,10.734,-0.287,0.388,9.82,0.669,0.43,9.962,0.768,0.573,10.13,0.98,0.585,10.351,0.179042206,0.013716994,0.059912728,0.423133793,0.117119571,0.244770767,0
3636,0.03328,0.61724,9.64397,0.957,0.76,10.718,-0.814,0.388,8.836,-0.564,0.56,9.174,0.101,0.579,9.387,0.371,0.719,10.299,0.239346722,0.013296002,0.386984289,0.489230745,0.115308293,0.622080613,0
3637,0.01215,0.50071,9.73582,0.575,0.754,10.357,-0.72,0.196,9.291,-0.048,0.382,9.291,0.022,0.383,9.772,0.168,0.719,9.939,0.092748687,0.031923346,0.146946048,0.304546692,0.178671055,0.383335424,0
3638,0.36488,1.01253,10.34117,1.144,1.34,10.73,-0.72,0.569,9.772,0.04325,0.7675,10.155,0.385,1.054,10.532,0.768,1.196,10.543,0.232868206,0.055528229,0.101202481,0.482564198,0.235644285,0.318123374,0
3639,-0.39578,0.36645,9.86035,0.142,0.573,10.532,-1.055,0.192,9.388,-0.395,0.34225,9.58,-0.386,0.383,9.9385,-0.383,0.383,9.986,0.050982632,0.010656228,0.092603187,0.225793338,0.103229005,0.304307718,0
3640,-0.15051,0.60723,9.91647,0.394,0.813,10.535,-0.575,0.383,9.577,-0.479,0.479,9.58,-0.049,0.573,9.963,0.192,0.789,10.335,0.10673043,0.020601877,0.118534089,0.326696235,0.14353354,0.3442878,0
3641,0.40408,0.36565,9.73691,1.16,0.789,10.538,-0.96,0.094,9.005,0,0.189,9.388,0.38,0.238,9.676,0.862,0.47875,10.058,0.313353674,0.058942707,0.160457102,0.559780023,0.242781193,0.40057097,0
3642,-0.15248,0.49231,9.8486,0.527,0.763,10.537,-0.575,0.193,8.668,-0.373,0.287,9.58,-0.287,0.478,10.058,-0.048,0.754,10.152,0.12784007,0.041072094,0.30960646,0.357547297,0.202662512,0.556422915,0
3643,-0.74749,0.08484,10.31722,0.575,0.394,11.303,-1.774,-0.094,9.532,-1.557,-0.048,9.773,-0.622,0,10.0345,-0.048,0.19,10.785,0.67633029,0.027996334,0.330169572,0.822393026,0.167321052,0.574603839,0
3644,-0.13394,0.27084,10.15332,1.437,0.43,11.303,-1.581,0.046,9.195,-0.787,0.189,9.724,-0.001,0.286,10.1035,0.382,0.287,10.731,0.552247396,0.008308194,0.441911098,0.743133498,0.091149297,0.664763941,0
3645,-0.2148,0.51103,10.29153,0.766,1.148,11.114,-1.343,0.036,8.621,-0.62025,0.168,9.96,-0.1685,0.3705,10.249,0.287,1.14725,11.089,0.41450336,0.185669649,0.503903709,0.643819354,0.430894011,0.709861754,0
3646,-0.96,-0.4153,10.86539,0.287,0.046,11.303,-2.539,-0.72,10.634,-1.834,-0.576,10.724,-1.103,-0.528,10.824,0.19,-0.169,10.94475,1.0948126,0.05827271,0.026250018,1.04633293,0.241397411,0.162018573,0
3647,-1.04641,0.01328,11.00376,-0.24,0.406,11.589,-2.205,-0.72,10.526,-1.539,-0.31225,10.718,-0.8615,0.09,10.921,-0.57,0.377,11.304,0.381417982,0.135044522,0.112144782,0.617590465,0.367484043,0.334880251,0
3648,-0.15712,-0.23851,10.87923,0.144,0.382,11.304,-0.57,-0.765,9.96,-0.289,-0.72,10.351,-0.187,-0.1865,11.101,-0.012,0.171,11.302,0.026606806,0.18799457,0.200072177,0.163115927,0.433583406,0.447294285,0
3649,0.32751,-0.22876,10.11745,1.915,0.094,10.718,-0.379,-0.671,9.579,-0.048,-0.573,9.962,0.033,-0.082,10.059,0.479,0.045,10.251,0.40234557,0.085006582,0.098908847,0.634307157,0.291558883,0.31449777,0
3650,2.02789,0.21195,9.51234,2.682,0.766,9.962,1.172,-0.578,9.005,1.388,-0.193,9.106,2.11,0.3105,9.5735,2.5145,0.669,9.962,0.321274478,0.210871548,0.135355784,0.566810796,0.459207521,0.367907304,0
3651,1.18344,0.11866,9.65249,1.555,0.286,10.159,0.476,-0.001,9.101,1.148,0.094,9.197,1.172,0.094,9.772,1.245,0.19,9.986,0.038324826,0.004785964,0.15711883,0.195767276,0.069180665,0.396382177,0
3652,1.18193,0.35398,9.36884,1.724,0.719,9.867,0.43,0.036,8.999,0.957,0.202,9.219,1.15,0.382,9.387,1.521,0.479,9.585,0.097653865,0.03186154,0.074913034,0.312496184,0.17849801,0.273702456,0
3653,0.61983,0.65409,9.5891,1.437,0.861,10.058,0.19,0.072,9.005,0.406,0.56975,9.219,0.623,0.754,9.603,0.771,0.771,9.962,0.120453921,0.035496162,0.12461085,0.347064722,0.188404251,0.35300262,0
3654,0.40756,0.62539,10.08984,1.437,0.952,10.348,-0.744,0.094,9.219,-0.001,0.38,9.962,0.094,0.768,10.203,0.7935,0.813,10.34,0.428920446,0.063063278,0.083933714,0.654920183,0.251124029,0.289713159,0
3655,0.62049,1.22879,10.03891,1.579,2.012,10.538,-0.744,0.952,9.58,0.094,1.144,9.867,0.671,1.151,9.974,1.102,1.172,10.345,0.45605027,0.056340146,0.056721742,0.675314941,0.237360793,0.238163267,0
3656,2.61229,3.36191,9.21567,3.591,4.046,10.152,1.341,2.144,8.622,2.06,3.106,8.802,2.6465,3.316,8.9445,3.067,3.808,9.9215,0.456357606,0.195380822,0.271483641,0.675542453,0.442019029,0.521040921,1
3657,0.40254,3.06196,8.4406,1.533,3.736,9.197,-1.241,1.921,8.044,-0.479,2.561,8.237,0.1905,3.207,8.384,1.521,3.639,8.432,0.989475928,0.376194658,0.07056184,0.994724046,0.613347095,0.265634787,1
3658,-2.19036,2.14621,7.8646,-0.91,2.301,8.477,-4.013,1.723,7.33,-3.2575,1.935,7.616,-1.762,2.275,7.758,-1.347,2.298,8.143,1.00649153,0.037820066,0.12986558,1.003240515,0.194473818,0.360368672,0
3659,-5.42137,1.67989,7.2814,-4.013,2.299,8.909,-6.085,0.958,3.459,-5.772,1.509,5.94,-5.654,1.723,7.951,-4.838,1.771,8.811,0.314573373,0.084059038,3.18920738,0.56086841,0.289929367,1.785835205,2
3660,-6.08065,0.80239,-1.25567,-5.179,1.724,3.446,-7.089,-0.862,-4.621,-6.514,0.39875,-4.516,-5.941,1.054,-0.7185,-5.546,1.509,0.9375,0.345392128,0.522044798,8.319902281,0.587700713,0.722526676,2.884424081,2
3661,-3.09274,-7.64702,-0.59367,2.106,8.427,6.796,-6.121,-18.969,-10.37,-4.985,-18.397,-4.4075,-4.072,-3.7365,1.4,-1.29425,-1.055,4.503,7.111002992,98.12519716,28.5588648,2.666646394,9.90581633,5.344049476,3
3662,1.63789,-4.15415,-6.78856,3.07,8.427,-1.439,-1.528,-16.957,-10.73,1.15,-14.22675,-9.725,1.867,-3.257,-6.946,2.299,4.989,-3.60575,1.463506958,91.89750541,8.886301646,1.209754916,9.586318658,2.980990045,1
3663,1.19581,-9.11754,-2.36386,4.401,-5.269,0.383,-1.533,-15.352,-5.748,-0.001,-10.215,-3.642,1.461,-8.05,-1.915,2.275,-6.2855,-0.79,2.156975414,13.79926433,3.09280434,1.4686645,3.714736105,1.758637069,3
3664,2.57773,-7.47051,-0.82363,5.172,-1.415,4.792,-0.386,-11.496,-6.803,1.437,-10.161,-3.055,2.513,-9.245,-1.2485,3.724,-3.63,3.066,2.210518057,11.61043117,13.44768509,1.486781106,3.407408278,3.667108547,3
3665,0.26835,-1.36938,0.25336,1.052,2.012,1.868,-0.624,-9.39,-2.778,-0.192,-2.305,-0.097,0.335,-1.127,0.186,0.766,0.771,0.786,0.229896828,7.282937376,0.65568189,0.479475575,2.69869179,0.809741867,0
